Id_slikarja;Ime;Narodnost;Obdobje 
584;BRESCIANINO, Andrea del;Italian;1501-1550
3940;STEENWIJCK, Harmen;Dutch;1601-1650
1911;HERRERA, Juan de;Spanish;1551-1600
2168;KONINCK, Daniël de;Dutch;1701-1750
924;COLA DA CAPRAROLA;Italian;1501-1550
1038;CRAESBEECK, Josse van;Flemish;1601-1650
197;BALZICO, Alfonso;Italian;1851-1900
3455;REIXACH, Juan;Spanish;1451-1500
2370;LIPPI, Lorenzo;Italian;1601-1650
1605;GHEERAERTS, Marcus the Younger;Flemish;1551-1600
3800;SCHWIND, Moritz von;Austrian;1801-1850
1462;FRANCESCHINI, Baldassarre;Italian;1651-1700
2383;LOCATELLI, Andrea;Italian;1701-1750
1206;DONATELLO;Italian;1401-1450
1843;HALE, Philip Leslie;American;1851-1900
1245;DUBUFE, Claude-Marie;French;1801-1850
1202;DOMENICO DI BARTOLO;Italian;1401-1450
1350;FALGUI?RE, Jean Alexandre Joseph;French;1851-1900
3148;PASSERI, Giuseppe;Italian;1651-1700
2640;MASTER of the Catholic Kings;Spanish;1451-1500
261;BEACH, Thomas;English;1751-1800
2048;JACQUAND, Claudius;French;1801-1850
3271;PIOLA, Paolo Gerolamo;Italian;1651-1700
4602;ZUCCHI, Antonio;Italian;1751-1800
254;BAUGIN, Lubin;French;1601-1650
1532;GALEN, Nicolaes van;Dutch;1651-1700
2528;MARIGLIANO, Giovanni;Italian;1501-1550
4387;VINCENT, François-André;French;1751-1800
1510;FRYTOM, Frederik van;Dutch;1651-1700
3582;ROMANINO, Girolamo;Italian;1501-1550
2459;MACTAGGART, William;Scottish;1851-1900
410;BLAKE, William;English;1751-1800
1778;GRIMMER, Jacob;Flemish;1551-1600
1921;HEUSCH, Willem de;Dutch;1651-1700
635;BULGARINI, Bartolommeo;Italian;1351-1400
1918;HESS, Peter von;German;1801-1850
4114;TORRES, Clemente de;Spanish;1701-1750
1336;FABISCH, Joseph-Hugues;French;1851-1900
1884;HEEM, Jan Davidsz. de;Dutch;1601-1650
603;BRONZINO, Agnolo;Italian;1501-1550
3258;PIGALLE, Jean-Baptiste;French;1751-1800
995;COSTA, Lorenzo the Elder;Italian;1451-1500
3530;ROBERTI, Ercole de';Italian;1451-1500
2375;LISIEWSKA, Anna Dorothea;German;1751-1800
377;BEUCKELAER, Joachim;Flemish;1551-1600
3700;SAMOSTRZELNIK, Stanislaw;Polish;1501-1550
2175;KÖNIG, Johann;German;1601-1650
4282;VANNI, Francesco;Italian;1551-1600
4449;VRIES, Adriaen de;Dutch;1601-1650
3467;RESTOUT, Jean II;French;1701-1750
525;BOUCQUET, Vigor;Flemish;1651-1700
1912;HERREYNS, Willem;Flemish;1751-1800
1852;HAMILTON, Gavin;Scottish;1751-1800
63;ÁLVAREZ Y CUBERO, José;Spanish;1801-1850
3431;RAVESTEYN, Jan Antonisz. van;Dutch;1601-1650
971;CORIOLANO, Cristoforo;German;1551-1600
663;CABEZALERO, Juan Martín;Spanish;1651-1700
3837;SFERINI, Carlo Leopoldo;Italian;1601-1650
3679;SAINT-GAUDENS, Augustus;American;1851-1900
3627;ROWLANDSON, Thomas;English;1751-1800
1257;DUMONSTIER, Pierre;French;1551-1600
562;BRAND, Christian Hilfgott;Austrian;1701-1750
3775;SCHMIDT, Martin Johann;Austrian;1751-1800
1887;HEEMSKERCK, Maerten van;Dutch;1501-1550
1861;HANSCH, Anton;Austrian;1851-1900
1161;DESHAYS, Jean-Baptiste;French;1751-1800
946;CONGNET, Gillis;Flemish;1551-1600
3147;PASSE, Crispijn van de;Netherlandish;1601-1650
1;AAGAARD, Carl Frederik;Danish;1851-1900
14;ADEMOLLO, Luigi;Italian;1801-1850
109;ANTOLINEZ, José;Spanish;1651-1700
2346;LIÉDET, Loyset;Flemish;1451-1500
1935;HITCHCOCK, George;American;1851-1900
3848;SIGNORELLI, Francesco;Italian;1501-1550
1281;DUYNEN, Isaac van;Dutch;1651-1700
3173;PELLEGRINI, Giovanni Antonio;Italian;1701-1750
917;CODUSSI, Mauro;Italian;1451-1500
2752;MERCIER, Philip;French;1701-1750
3472;REVOL, Claude-Louis-Marie;French;1851-1900
682;CALENDARIO, Filippo;Italian;1301-1350
2240;LASINIO, Giovanni Paolo;Italian;1801-1850
170;BACKER, Jacob Adriaensz.;Dutch;1601-1650
2249;LAURI, Pietro;French;1651-1700
947;CONINCK, David de;Flemish;1651-1700
1054;CRIVELLI, Carlo;Italian;1451-1500
1523;GADDI, Agnolo;Italian;1351-1400
236;BARTOLOZZI, Francesco;Italian;1751-1800
719;CAPET, Marie-Gabrielle;French;1751-1800
4357;VERTANGEN, Daniel;Dutch;1601-1650
3714;SANMICHELI, Michele;Italian;1501-1550
1743;GRAN, Daniel;Austrian;1701-1750
3981;STRINGER, Thomas;English;1751-1800
3223;PIANCA, Giuseppe Antonio;Italian;1701-1750
227;BARTHOLOMÉ, Albert;French;1851-1900
4572;ZANDOMENEGHI, Pietro;Italian;1801-1850
4288;VAROTARI, Dario the Elder;Italian;1551-1600
1595;GEOFFROY, Henry-Jules-Jean;French;1851-1900
3501;RIGAUD, John Francis;French;1751-1800
2289;LEINBERGER, Hans;German;1501-1550
1277;DUSEIGNEUR, Jehan;French;1801-1850
3790;SCHÖNFELD, Johann Heinrich;German;1601-1650
1572;GAUCHER, Charles-Étienne;French;1751-1800
783;CASTIGLIONE, Giuseppe;Italian;1851-1900
3933;STANFIELD, Clarkson;English;1801-1850
4370;VICENTINO, Andrea;Italian;1551-1600
618;BRUNELLESCHI, Filippo;Italian;1401-1450
3525;ROBBIA, Girolamo della;Italian;1501-1550
1039;CRANACH, Hans;German;1501-1550
4318;VENUSTI, Marcello;Italian;1501-1550
2326;LEU, Hans the Younger;Swiss;1501-1550
1660;GIOVANNI DA SAN GIOVANNI;Italian;1601-1650
2844;MOILLON, Louise;French;1601-1650
4490;WERFF, Pieter van der;Dutch;1651-1700
3432;RAVIER, Auguste;French;1851-1900
2076;JONES, Inigo;English;1601-1650
4440;VOS, Simon de;Flemish;1601-1650
711;CANDID, Peter;Flemish;1551-1600
2697;MAULBERTSCH, Franz Anton;Austrian;1751-1800
3307;POLLAIUOLO, Piero del;Italian;1451-1500
156;AVED, Jacques-André-Joseph;French;1701-1750
376;BETTO DI GERI;Italian;1351-1400
2374;LISBOA, Antonio Francisco;Portuguese;1751-1800
3475;REYNOLDS, Sir Joshua;English;1751-1800
388;BICCI DI NERI;Italian;1451-1500
3050;OMODEO, Giovanni Antonio;Italian;1451-1500
2531;MARINALI, Orazio;Italian;1651-1700
3838;SHCHEDRIN, Feodosy Fyodorovich;Russian;1751-1800
37;ALBERTI, Leon Battista;Italian;1401-1450
511;BOSSCHAERT, Johannes;Dutch;1601-1650
744;CARNOVALI, Giovanni;Italian;1801-1850
180;BAERZ, Jacques de;French;1351-1400
2887;MORA, José de;Spanish;1651-1700
1009;COURT, Joseph-Désiré;French;1801-1850
1683;GIROLAMO DI BENVENUTO;Italian;1501-1550
3404;RAFFAELLO Sanzio;Italian;1501-1550
1377;FERNÁNDEZ, Juan;Spanish;1601-1650
4202;UNKNOWN GOLDSMITH, Flemish;Flemish;1151-1200
772;CASSANA, Niccol?;Italian;1651-1700
1524;GADDI, Gaddo;Italian;1501-1550
1658;GIOVANNI DA ORIOLO;Italian;1451-1500
720;CAPORALI, Bartolomeo;Italian;1451-1500
4472;WATTS, Frederick Waters;English;1801-1850
2507;MANOPOLA, Bartolomeo;Italian;1551-1600
2093;JOUDERVILLE, Isaac de;Dutch;1601-1650
4273;VALERIANI, Domenico;Italian;1701-1750
1850;HALS, Nicolaes;Dutch;1651-1700
2142;KLODT, Pyotr Karlovich;Russian;1801-1850
124;ARALDI, Alessandro;Italian;1501-1550
378;BEVEREN, Mattheus van;Flemish;1651-1700
967;CORDIER, Charles-Henri-Joseph;French;1801-1850
755;CARRACCI, Annibale;Italian;1551-1600
3315;PONTE, Antonio da;Italian;1551-1600
2631;MASTER of the Aix-en-Chapel Altarpiece;French;1451-1500
4457;WAGNER, Joseph;German;1701-1750
3725;SARACENI, Carlo;Italian;1601-1650
1294;EDLINGER, Johann Georg;Austrian;1751-1800
4458;WAGNER, Veit;German;1501-1550
2007;HUYSMANS, Jan Baptist;Flemish;1651-1700
88;ANGELI, Giuseppe;Italian;1701-1750
413;BLANCHET, Thomas;French;1651-1700
1057;CROFF, Giuseppe;Italian;1801-1850
3599;ROSLIN, Alexander;Swedish;1751-1800
981;CORONA, Leonardo;Italian;1551-1600
3000;NIGG, Joseph;Austrian;1801-1850
2143;KNEBEL, Franz;Swiss;1801-1850
1269;DUPUYS, Pierre;French;1651-1700
1476;FRANCHI, Antonio;Italian;1651-1700
4153;TRÜBNER, Wilhelm;German;1851-1900
548;BOYER, Michel;French;1651-1700
2864;MOMPER, Joos de;Flemish;1601-1650
1551;GANDOLFI, Mauro;Italian;1801-1850
196;BALTENS, Peeter;Flemish;1501-1550
1469;FRANCESCO DE' FRANCESCHI;Italian;1451-1500
2405;LOOCKEMANS, Nicolaas;Dutch;1651-1700
3894;SOLARIO, Antonio;Italian;1501-1550
384;BIAGIO D'ANTONIO;Italian;1451-1500
3552;ROHLFS, Christian;German;1851-1900
3401;RAEBURN, Sir Henry;Scottish;1751-1800
3424;RATGEB, Jörg;German;1501-1550
3204;PERUZZI, Baldassare;Italian;1501-1550
3376;PUGIN, Augustus Charles;English;1801-1850
3378;PULZONE, Scipione;Italian;1551-1600
1001;COTELLE, Jean II;French;1651-1700
3555;ROLDÁN, Pedro;Spanish;1651-1700
2438;LUCE, Maximilien;French;1851-1900
3334;POTTER, Paulus;Dutch;1601-1650
1839;HAGEN, August Mathias;German;1801-1850
2192;KUPECKY, Jan;Bohemian;1701-1750
2338;LHERMITTE, Léon-Augustin;French;1851-1900
1211;DOOMER, Herman;Dutch;1601-1650
1251;DUCQ, Joseph-François;Belgian;1801-1850
2625;MASTER of San Francesco Bardi;Italian;1201-1250
3750;SCHADOW, Johann Gottfried;German;1801-1850
2237;LARGILLI?RE, Nicolas de;French;1701-1750
2123;KETEL, Cornelis;Dutch;1551-1600
2595;MASTER of 1416;Italian;1401-1450
18;ADRIANO FIORENTINO;Italian;1451-1500
2137;KLEINER, Salomon;German;1701-1750
3167;PEE, Jan van;Dutch;1651-1700
742;CARNEVALE, Fra;Italian;1451-1500
4296;VECCHI, Giovanni de';Italian;1551-1600
1041;CRANACH, Lucas the Younger;German;1501-1550
1486;FRANCKEN, Hieronymus, III;Flemish;1651-1700
887;CLAEUW, Jacques de;Dutch;1651-1700
2616;MASTER of Magdalen;Italian;1251-1300
2367;LIPPARINI, Ludovico;Italian;1801-1850
2390;LOMBARDI, Giovanni Domenico;Italian;1701-1750
3554;ROLAND DE LA PORTE, Henri-Horace;French;1751-1800
3124;PAOLINI, Pietro;Italian;1601-1650
4092;TISSOT, James;French;1851-1900
851;CHEERE, John;English;1701-1750
3895;SOLDANI BENZI, Massimiliano;Italian;1651-1700
1032;COZENS, John Robert;English;1751-1800
2323;LESSING, Karl Friedrich;German;1801-1850
3616;ROSSO, Medardo;Italian;1851-1900
2059;JANSSENS, Hieronymus;Flemish;1651-1700
2902;MORIN, Jean;French;1601-1650
861;CHURRIGUERA, José Benito;Spanish;1651-1700
1240;DUBOIS-DRAHONET, Alexandre-Jean;French;1801-1850
3762;SCHEDONI, Bartolomeo;Italian;1601-1650
1880;HECKE, Jan van den;Flemish;1651-1700
1382;FERRARI, Gaudenzio;Italian;1501-1550
431;BLOOT, Pieter de;Dutch;1601-1650
3269;PINTURICCHIO;Italian;1451-1500
341;BERGEN, Dirk van;Dutch;1651-1700
1746;GRANET, François-Marius;French;1801-1850
345;BERGHE, Charles-Auguste van den;French;1801-1850
2603;MASTER of Bellaert;Netherlandish;1451-1500
1337;FABRE, François-Xavier;French;1751-1800
918;COECKE VAN AELST, Pieter;Flemish;1501-1550
2786;MIEL, Jan;Flemish;1601-1650
231;BARTOLOMEO DELLA GATTA;Italian;1451-1500
590;BRIL, Paul;Flemish;1601-1650
1069;CURRADI, Francesco;Italian;1601-1650
4503;WHISTLER, James Abbot McNeill;American;1851-1900
3295;POEL, Egbert van der;Dutch;1651-1700
4540;WOENSAM, Anton von Worms;German;1501-1550
2550;MARSEUS VAN SCHRIECK, Otto;Dutch;1651-1700
840;CHARONTON, Enguerrand;French;1451-1500
1509;FRUEAUF, Rueland the Younger;Austrian;1501-1550
823;CERRINI, Giovanni Domenico;Italian;1601-1650
688;CALRAET, Abraham van;Dutch;1651-1700
834;CHANGENET, Jean;French;1451-1500
1588;GENGA, Girolamo;Italian;1501-1550
758;CARRADORI, Francesco;Italian;1751-1800
2432;LOVISA, Domenico;Italian;1701-1750
3278;PISANO, Giovanni;Italian;1251-1300
1877;HAYEZ, Francesco;Italian;1801-1850
3715;SANO di Pietro;Italian;1401-1450
1185;DILLENS, Hendrick Joseph;Belgian;1851-1900
3958;STOFFE, Jan Jacobsz. van der;Dutch;1651-1700
2535;MARIS, Jacobus Hendricus;Dutch;1851-1900
2988;NICCOL? DI PIETRO GERINI;Italian;1351-1400
122;APSHOVEN, Thomas van;Flemish;1651-1700
272;BECK VON LEOPOLDSDORF, Hieronymus;Austrian;1551-1600
4004;SWANENBURG, Willem Isaacsz. van;Dutch;1601-1650
4545;WOOTTON, John;English;1701-1750
4192;UNKNOWN GLASS MASTER, German;German;1401-1450
619;BRUNI, Domenico;Italian;1601-1650
2951;NAPOLETANO, Filippo;Italian;1601-1650
1468;FRANCESCO D'ANTONIO DI BARTOLOMMEO;Italian;1401-1450
2558;MARTINCOURT, Étienne;French;1751-1800
3819;SELLAER, Vincent;Flemish;1501-1550
2687;MATHAM, Jacob;Netherlandish;1601-1650
1697;GODERIS, Hans;Dutch;1601-1650
4452;VROOM, Hendrick Cornelisz.;Dutch;1601-1650
311;BELLOTTO, Bernardo;Italian;1751-1800
4522;WILLIAMS, George Augustus;English;1851-1900
441;BOELEMA DE STOMME, Maerten;Dutch;1651-1700
2293;LELY, Sir Peter;English;1651-1700
4348;VERMIGLIO, Giuseppe;Italian;1601-1650
2698;MAUPERCHÉ, Henri;French;1601-1650
1602;GÉRÔME, Jean-Léon;French;1851-1900
226;BARTHEL, Melchior;German;1651-1700
560;BRAMBILLA, Ambrogio;Italian;1551-1600
21;AERT VAN ORT;Netherlandish;1501-1550
399;BINCK, Jacob;German;1501-1550
1505;FROMENT, Nicolas;French;1451-1500
1568;GASPARI, Antonio;Italian;1651-1700
1088;DALLE MASEGNE, Jacobello;Italian;1351-1400
798;CAVALLI, Gian Marco;Italian;1451-1500
3076;OSTENDORFER, Michael;German;1501-1550
158;AVELINE, Pierre-Alexandre;French;1701-1750
1813;GUIDI, Domenico;Italian;1651-1700
1626;GIBSON, Thomas;English;1701-1750
1483;FRANCKEN, Frans III;Flemish;1601-1650
2685;MATEJKO, Jan;Polish;1851-1900
2119;KERSEBOOM, Friedrich;German;1651-1700
183;BAILLY, David;Dutch;1601-1650
1349;FALCONETTO, Giovanni Maria;Italian;1501-1550
52;ALMA-TADEMA, Lawrence;English;1851-1900
2584;MASTER E.S.;German;1451-1500
2461;MADERNO, Carlo;Italian;1601-1650
4583;ZELOTTI, Givanni Battista;Italian;1551-1600
194;BALEN, Hendrick van;Flemish;1601-1650
448;BOITO, Camillo;Italian;1851-1900
3578;ROMANESQUE SCULPTOR, Italian;Italian;1001-1050
687;CALLOT, Jacques;French;1601-1650
56;ALTDORFER, Albrecht;German;1501-1550
3745;SCAMOZZI, Vincenzo;Italian;1551-1600
3727;SARAZIN, Jacques;French;1601-1650
880;CIVITALE, Matteo;Italian;1451-1500
3938;STAZIO, Abbondio;Italian;1701-1750
2800;MIJN, George van der;Dutch;1701-1750
4045;TERBORCH, Gerard;Dutch;1651-1700
4206;UNKNOWN GOLDSMITH, Italian;Italian;1101-1150
3584;ROMBAUER, János;Hungarian;1801-1850
3832;SÉRUSIER, Paul;French;1851-1900
3558;ROLLI, Gioseffo Maria;Italian;1651-1700
1198;DOMENICHINO;Italian;1601-1650
2174;KOZLOVSKY, Mikhail Ivanovich;Russian;1751-1800
3328;PORTA, Giacomo della;Italian;1551-1600
427;BLOMMENDAEL, Jan;Dutch;1651-1700
953;CONTI, Domenico;Italian;1751-1800
638;BUONCONSIGLIO, Giovanni;Italian;1451-1500
3408;RAGUENEAU, Abraham;French;1651-1700
1173;DEWHURST, Wynford;English;1851-1900
42;ALEKSANDROVI?, Ljubomir;Other;1851-1900
3870;SKARBINA, Franz;German;1851-1900
1124;DEBUCOURT, Philibert-Louis;French;1751-1800
2443;LUNY, Thomas;English;1751-1800
2749;MENZEL, Adolph von;German;1851-1900
3081;OUTIN, Pierre;French;1851-1900
2183;KROHG, Christian;Norwegian;1851-1900
251;BATAILLE, Nicolas;French;1351-1400
3136;PARIGI, Giulio;Italian;1601-1650
3676;SAINT-AUBIN, Charles-Germain de;French;1751-1800
3850;SIGNORINI, Telemaco;Italian;1851-1900
3330;POSI, Paolo;Italian;1701-1750
1937;HOARE, William;English;1701-1750
4462;WALS, Goffredo;German;1601-1650
4468;WATERHOUSE, John William;English;1851-1900
1093;DANCE-HOLLAND, Nathaniel;English;1751-1800
1354;FANTIN-LATOUR, Henri;French;1851-1900
1025;COXCIE, Michiel van;Flemish;1501-1550
3473;REYMERSWAELE, Marinus van;Flemish;1501-1550
1982;HOUBRAKEN, Arnold;Dutch;1651-1700
4443;VOUET, Simon;French;1601-1650
3581;ROMANESQUE SCULPTOR, Swiss;Swiss;1151-1200
611;BRUEGHEL, Abraham;Flemish;1651-1700
2092;JOUBERT, Gilles;French;1701-1750
1543;GALLIARI, Bernardino;Italian;1751-1800
420;BLOCH, Carl Heinrich;Danish;1851-1900
3751;SCHADOW, Ridolfo;German;1801-1850
3370;PUCCINELLI, Antonio;Italian;1851-1900
896;CL?VE, Corneille van;French;1651-1700
2704;MAYR, Johann Ulrich;German;1651-1700
643;BURCH, Hendrick van der;Dutch;1651-1700
2318;LÉPINE, Stanislas;French;1851-1900
3617;ROTA, Martino;Other;1551-1600
4305;VELDE, Adriaen van de;Dutch;1651-1700
2431;LOUTHERBOURG, Philip Jacques de;French;1751-1800
4252;URBINI, Francesco;Italian;1501-1550
4359;VERWER, Abraham de;Dutch;1601-1650
173;BACON, John;English;1751-1800
310;BELLOTTI, Pietro;Italian;1651-1700
2320;LEROLLE, Henry;French;1851-1900
123;APT, Ulrich the Elder;German;1501-1550
1104;DANTAN, Jean-Pierre;French;1801-1850
3572;ROMANESQUE PAINTER, Spanish;Spanish;1101-1150
1822;GUTHRIE, James;Scottish;1851-1900
4031;TASSAERT, Octave;French;1801-1850
330;BENSON, Frank Weston;American;1851-1900
3794;SCHULTZ, Daniel II;Polish;1651-1700
695;CAMILLIANI, Francesco;Italian;1551-1600
3164;PEARCE, Edward;English;1651-1700
2164;KOERBECKE, Johann;German;1451-1500
106;ANTHONISZ, Cornelis;Dutch;1501-1550
2403;LOO, Jean-Baptiste van;French;1701-1750
1083;DALEM, Cornelis van;Flemish;1551-1600
2212;LALLEMANT, Georges;French;1601-1650
1082;DAL ZOTTO, Antonio;Italian;1851-1900
4307;VELDE, Henry van de;Belgian;1851-1900
1438;FONTANA, Lavinia;Italian;1551-1600
3518;RITZOS, Andreas;Greek;1451-1500
3695;SALVIATI, Giuseppe;Italian;1551-1600
1434;FONTANA, Carlo;Italian;1651-1700
364;BERTHÉLEMY, Jean-Simon;French;1751-1800
423;BLOEMAERT, Hendrick;Dutch;1601-1650
1892;HEIL, Daniel van;Flemish;1601-1650
2576;MASSOT, Firmin;Swiss;1801-1850
3740;SAVOLDO, Giovanni Girolamo;Italian;1501-1550
4492;WERTINGER, Hans;German;1501-1550
631;BUGIARDINI, Giuliano;Italian;1501-1550
718;CAPELLI, Camillo di;Italian;1551-1600
3803;SCOTT, Samuel;English;1701-1750
4011;SZÉKELY, Bertalan;Hungarian;1851-1900
3146;PASQUINO DA MONTEPULCIANO;Italian;1451-1500
1266;DUPRÉ, Julien;French;1851-1900
3947;STEINLE, Edward Jakob von;German;1801-1850
3400;RADEMAKER, Abraham;Dutch;1701-1750
232;BARTOLOMEO DI FRUOSINO;Italian;1401-1450
2843;MOEYAERT, Claes Cornelisz.;Dutch;1601-1650
2246;LAURENS, Jean-Paul;French;1851-1900
4;ABBATE, Niccol? dell';Italian;1501-1550
3613;ROSSI, Properzia de';Italian;1501-1550
502;BOSCHETTI, Lorenzo;Italian;1701-1750
3922;SPINAZZI, Innocenzo;Italian;1751-1800
1606;GHERARDI, Antonio;Italian;1651-1700
1250;DUCK, Jacob;Dutch;1601-1650
3864;SIMONIS, Eug?ne;Belgian;1801-1850
3776;SCHNETZ, Jean-Victor;French;1801-1850
2538;MARKÓ, András;Hungarian;1851-1900
4294;VASSILACCHI, Antonio;Italian;1551-1600
514;BOSSUIT, Francis van;Flemish;1651-1700
2677;MASTER of the Trebon Altarpiece;Bohemian;1351-1400
2582;MASTER ARNT of Kalkar;Netherlandish;1451-1500
2071;JERICHAU, Jens Adolph;Danish;1851-1900
3139;PARODI, Filippo;Italian;1651-1700
4478;WEEKS, Edwin Lord;American;1851-1900
1805;GUERCINO;Italian;1601-1650
1786;GROPPO, Cesare;Italian;1601-1650
3392;QUERCIA, Jacopo della;Italian;1401-1450
3008;NOLLEKENS, Joseph Francis;Flemish;1701-1750
2129;KEYSER, Thomas de;Dutch;1601-1650
3663;SABATELLI, Luigi;Italian;1801-1850
1235;DROUAIS, Jean-Germain;French;1751-1800
3300;POILLY, François de;French;1651-1700
3434;REBELL, Joseph;Austrian;1801-1850
2280;LEFEBVRE, Claude;French;1651-1700
2294;LEMBERGER, Georg;German;1501-1550
4593;ZOCCHI, Giuseppe;Italian;1701-1750
372;BERUETE, Aureliano;Spanish;1851-1900
349;BERGOIJS, Claes;Dutch;1651-1700
3143;PASINELLI, Lorenzo;Italian;1651-1700
2271;LECLERC, Jean;French;1601-1650
1064;CRUQUIUS, Nicolaas Samuel;Dutch;1701-1750
518;BOTTANI, Giuseppe;Italian;1751-1800
380;BEVILACQUA, Giovanni Carlo;Italian;1801-1850
105;ANTHONISZ, Aert;Dutch;1601-1650
2930;MULTSCHER, Hans;German;1401-1450
833;CHANDLER, John Westbrooke;Scottish;1751-1800
1141;DELFF, Jacob Willemsz I;Dutch;1551-1600
2945;NAIVEU, Matthijs;Dutch;1651-1700
3977;STRIGEL, Hans II;German;1451-1500
884;CLAESZ., Jan;Netherlandish;1601-1650
2655;MASTER of the Legend of Saint Catherine;Flemish;1451-1500
3423;RASTRELLI, Francesco Bartolomeo;Italian;1751-1800
3997;SUSTRIS, Friedrich;Dutch;1551-1600
786;CASTRUCCI, Cosimo;Italian;1551-1600
3952;STEVENS, Alfred;English;1851-1900
915;CODAZZI, Viviano;Italian;1601-1650
3818;SEITER, Daniel;Austrian;1651-1700
2866;MONALDI, Paolo;Italian;1751-1800
712;CANO, Alonso;Spanish;1601-1650
2475;MAHU, Cornelis;Flemish;1601-1650
3165;PÉCHEUX, Laurent;French;1751-1800
89;ANGELICO, Fra;Italian;1401-1450
2026;IVERNY, Jacques;French;1401-1450
698;CAMPAGNA, Girolamo;Italian;1551-1600
3816;SEGNA DI BUONAVENTURE;Italian;1301-1350
1187;DILLIS, Johann Georg von;German;1751-1800
2790;MIERIS, Frans van, the Younger;Dutch;1701-1750
1616;GHIRLANDAIO, Ridolfo;Italian;1501-1550
4470;WATTEAU, Jean-Antoine;French;1701-1750
1673;GIOVANNI DI PIAMONTE;Italian;1451-1500
4254;URY, Lesser;German;1851-1900
1682;GIROLAMO del Pacchia;Italian;1501-1550
2362;LINT, Pieter van;Flemish;1601-1650
450;BOL, Ferdinand;Dutch;1651-1700
326;BENOUVILLE, François-Léon;French;1801-1850
365;BERTHOUD, Paul-François;French;1851-1900
4337;VERHOUT, Constantijn;Dutch;1651-1700
4221;UNKNOWN MASTER, English;English;1001-1050
4304;VELÁZQUEZ, Diego Rodriguez de Silva y;Spanish;1601-1650
1461;FRANCESCHI, Jules;French;1851-1900
2075;JOLI, Antonio;Italian;1701-1750
4277;VALLIN, Jacques-Antoine;French;1751-1800
4564;ZACCAGNI, Bernardino;Italian;1501-1550
1450;FOSCHI, Francesco;Italian;1701-1750
3570;ROMANESQUE PAINTER, German;German;1101-1150
3829;SERRA, Jaume;Catalan;1351-1400
1738;GOZZOLI, Benozzo;Italian;1451-1500
1109;DAUBIGNY, Karl;French;1851-1900
3655;RUYSDAEL, Salomon van;Dutch;1601-1650
1777;GRIMMER, Abel;Flemish;1601-1650
3032;OCHTERVELT, Jacob;Dutch;1651-1700
4085;TIRALI, Andrea;Italian;1651-1700
2743;MENA, Pedro de;Spanish;1651-1700
4560;YÁ?EZ DE LA ALMEDINA, Fernando;Spanish;1501-1550
3673;SAFTLEVEN, Cornelis;Dutch;1601-1650
